tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating 
Health Science,1452,University of Ottawa,David,,Lohnes,1534309,20,good,TEACHER,PROFESSOR,4.0
Chemistry,1452,University of Ottawa,Francis,,Loiseau,1740075,23,good,TEACHER,PROFESSOR,4.3
Law,1452,University of Ottawa,Alisa,,Lombard,2807151,0,zero,TEACHER,PROFESSOR,N/A
English,1452,University of Ottawa,April,,London,24501,46,average,TEACHER,PROFESSOR,2.9
Law,1452,University of Ottawa,Anne,,London-Weinstein,1647232,3,average,TEACHER,PROFESSOR,3.2
Physics,1452,University of Ottawa,André,AL,Longtin,1795877,13,poor,TEACHER,PROFESSOR,2.0
Political Science,1452,University of Ottawa,David,,Longtin,2457877,4,average,TEACHER,PROFESSOR,3.3
Anthropology,1452,University of Ottawa,Jennifer,,Lopes,2741016,4,average,TEACHER,PROFESSOR,3.3
History,1452,University of Ottawa,Margarita,,Lopez,1823716,2,poor,TEACHER,PROFESSOR,2.2
Languages,1452,University of Ottawa,Luz-Patricia,,Lopez,1869502,17,good,TEACHER,PROFESSOR,4.7
Sociology,1452,University of Ottawa,Jose,,Lopez,373945,32,good,TEACHER,PROFESSOR,4.0
Mathematics,1452,University of Ottawa,Pawel,,Lorek,1238095,3,poor,TEACHER,PROFESSOR,2.3
Chemistry,1452,University of Ottawa,Ilya,,Loshikhes,2126917,0,zero,TEACHER,PROFESSOR,N/A
Electrical Engineering  Computer Science,1452,University of Ottawa,Joseph,,Lostracco,2031386,3,average,TEACHER,PROFESSOR,3.3
Humanities,1452,University of Ottawa,Heather,,Loube,99188,63,good,TEACHER,PROFESSOR,4.2
Social Sciences,1452,University of Ottawa,Robert,,Louis,2453789,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1452,University of Ottawa,Hicham,,Loukrati,2438401,13,good,TEACHER,PROFESSOR,3.6
Psychology,1452,University of Ottawa,Alyssa,,Louw,2431855,6,average,TEACHER,PROFESSOR,2.8
Communication,1452,University of Ottawa,Mark,,Lowes,28281,181,good,TEACHER,PROFESSOR,3.8
Communication,1452,University of Ottawa,Owen,,Lowes,2826305,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1452,University of Ottawa,Sergey,,Loyka,53845,29,poor,TEACHER,PROFESSOR,1.6
Biology,1452,University of Ottawa,George,,Lozano,342497,9,good,TEACHER,PROFESSOR,3.6
History,1452,University of Ottawa,Jean-Francois,,Lozier,1806025,22,good,TEACHER,PROFESSOR,3.6
Economics,1452,University of Ottawa,HU,,LU,1692577,5,poor,TEACHER,PROFESSOR,2.3
Biology,1452,University of Ottawa,Kathleen,,Lucas,2688559,1,good,TEACHER,PROFESSOR,5.0
Communication,1452,University of Ottawa,Gordon,,Lucke,16645,60,average,TEACHER,PROFESSOR,3.4
Mathematics,1452,University of Ottawa,Rory,,Lucyshyn-Wright,1887725,0,zero,TEACHER,PROFESSOR,N/A
Physics,1452,University of Ottawa,Adina,,Luican-Mayer,2176720,24,average,TEACHER,PROFESSOR,3.3
Physics,1452,University of Ottawa,Jeff,,Lundeen,2651734,6,good,TEACHER,PROFESSOR,3.8
Education,1452,University of Ottawa,Marlene,,Lundy,1853447,20,average,TEACHER,PROFESSOR,2.8
Communication,1452,University of Ottawa,Rocci,,Luppicini,1072008,17,good,TEACHER,PROFESSOR,3.8
Art,1452,University of Ottawa,Ghassan,,Lutfi,2788525,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1452,University of Ottawa,James,,Lutley,2389023,4,poor,TEACHER,PROFESSOR,1.7
Mathematics,1452,University of Ottawa,Frithjof,,Lutscher,690519,66,good,TEACHER,PROFESSOR,4.4
Law,1452,University of Ottawa,David,,Lyman,1919548,0,zero,TEACHER,PROFESSOR,N/A
English,1452,University of Ottawa,Gerald,,Lynch,24057,46,good,TEACHER,PROFESSOR,4.1
Languages,1452,University of Ottawa,Irmtraut,,Lyon,1093966,20,good,TEACHER,PROFESSOR,4.4
Nursing,1452,University of Ottawa,Kristina,,Ma,2635831,1,good,TEACHER,PROFESSOR,5.0
Biomedical Engineering,1452,University of Ottawa,Ismail,El,Maach,1776107,3,good,TEACHER,PROFESSOR,5.0
Environmental Studies,1452,University of Ottawa,Rasha,,Maal-Bared,1433172,2,good,TEACHER,PROFESSOR,4.8
Geography,1452,University of Ottawa,Mary,,Mac Llean,816196,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1452,University of Ottawa,Arturo,,Macchi,347299,28,good,TEACHER,PROFESSOR,4.7
Engineering,1452,University of Ottawa,James,,MacDonald,2502138,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1452,University of Ottawa,Daniel,,MacDonald,2111232,30,good,TEACHER,PROFESSOR,4.8
Law,1452,University of Ottawa,Vanessa,,MacDonnell,1832207,22,poor,TEACHER,PROFESSOR,2.4
Not Specified,1452,University of Ottawa,Brenda,,MacDougall,1729421,9,good,TEACHER,PROFESSOR,4.3
Business Law,1452,University of Ottawa,Lauchlin,,MacEachern,1617313,0,zero,TEACHER,PROFESSOR,N/A
Accounting,1452,University of Ottawa,Jacques,,Maceus,1990361,3,average,TEACHER,PROFESSOR,2.5
Law,1452,University of Ottawa,Ian,,MacGregor,1966133,6,good,TEACHER,PROFESSOR,4.8
Accounting,1452,University of Ottawa,Philip,,MacIlkenny,1641493,2,good,TEACHER,PROFESSOR,4.2
Health & Physical Education,1452,University of Ottawa,Eric,,MacIntosh,1431240,2,average,TEACHER,PROFESSOR,2.8
Philosophy,1452,University of Ottawa,Hector,,MacIntyre,1689589,3,poor,TEACHER,PROFESSOR,1.0
Music,1452,University of Ottawa,Ellen,,MacIsaac,2357633,2,good,TEACHER,PROFESSOR,4.0
Languages,1452,University of Ottawa,Ian,,MacKay,31415,21,good,TEACHER,PROFESSOR,3.8
Medicine,1452,University of Ottawa,Alex,,MacKenzie,2270445,1,poor,TEACHER,PROFESSOR,1.0
Art,1452,University of Ottawa,Jennifer,,MacKlem,1402975,4,average,TEACHER,PROFESSOR,3.1
Mathematics,1452,University of Ottawa,Alex Donald,,MacLaren,1867883,0,zero,TEACHER,PROFESSOR,N/A
Administration,1452,University of Ottawa,Marielise,,MacLean,1858891,2,poor,TEACHER,PROFESSOR,2.2
Mathematics,1452,University of Ottawa,Elizabeth,,Maltais,2208943,82,good,TEACHER,PROFESSOR,4.8
Mathematics,1452,University of Ottawa,Elizbeth,,Maltais,2821404,0,zero,TEACHER,PROFESSOR,N/A
Geography,1452,University of Ottawa,Bochra,,Manaï,2095193,1,good,TEACHER,PROFESSOR,3.5
Languages,1452,University of Ottawa,Blagovesta,,Maneva-Sleyman,944363,1,good,TEACHER,PROFESSOR,5.0
Business,1452,University of Ottawa,Pranlal,,Manga,1679024,19,average,TEACHER,PROFESSOR,2.9
English,1452,University of Ottawa,Domenic,,Manganiello,15560,27,good,TEACHER,PROFESSOR,4.0
Mathematics,1452,University of Ottawa,Oren,Rami,Mangoubi,2189871,1,good,TEACHER,PROFESSOR,4.0
Science,1452,University of Ottawa,France,,Manigat,2683063,1,good,TEACHER,PROFESSOR,5.0
Law,1452,University of Ottawa,Pacifique,,Manirakiza,486523,12,average,TEACHER,PROFESSOR,2.5
Economics,1452,University of Ottawa,Vikram,,Manjunath,2362697,6,good,TEACHER,PROFESSOR,4.8
Geography,1452,University of Ottawa,Matthew,,Mannella,1523857,11,good,TEACHER,PROFESSOR,4.4
Mathematics,1452,University of Ottawa,Nathaniael,,Manning,1849781,11,average,TEACHER,PROFESSOR,2.5
Nursing,1452,University of Ottawa,Megan,,Manning,2410493,14,average,TEACHER,PROFESSOR,2.9
Business,1452,University of Ottawa,Jasmin,,Manseau,1934260,34,good,TEACHER,PROFESSOR,3.8
Law,1452,University of Ottawa,John,,Manwaring,14813,20,good,TEACHER,PROFESSOR,3.6
Engineering,1452,University of Ottawa,Yongyi,,Mao,312463,138,average,TEACHER,PROFESSOR,2.7
Psychology,1452,University of Ottawa,Julie,,Marcil,1523640,113,good,TEACHER,PROFESSOR,4.5
Health Science,1452,University of Ottawa,Isabelle,,Marcoux,2020780,21,poor,TEACHER,PROFESSOR,1.6
Fine Arts,1452,University of Ottawa,Deborah,,Margo,569677,14,good,TEACHER,PROFESSOR,4.6
Canadian Studies,1452,University of Ottawa,Rebecca,,Margolis,1041244,14,good,TEACHER,PROFESSOR,4.8
Music,1452,University of Ottawa,Sylvain,,Margot,2761953,1,good,TEACHER,PROFESSOR,5.0
Journalism,1452,University of Ottawa,Jean-Sébastien,,Marier,2226661,7,good,TEACHER,PROFESSOR,4.6
History,1452,University of Ottawa,Gabriel,,Marin,959470,8,good,TEACHER,PROFESSOR,3.6
History,1452,University of Ottawa,Ameacutelie,,Marineau-Pelletier,2701046,0,zero,TEACHER,PROFESSOR,N/A
Criminology,1452,University of Ottawa,Brittany,,Mario,2576710,5,poor,TEACHER,PROFESSOR,1.0
Psychology,1452,University of Ottawa,Richard,,Markow,213433,89,good,TEACHER,PROFESSOR,4.6
Management,1452,University of Ottawa,Jose Carlos,,Marques,2352988,25,good,TEACHER,PROFESSOR,4.4
Social Sciences,1452,University of Ottawa,Melissa,,Marschke Redwood,1657978,13,good,TEACHER,PROFESSOR,4.5
Translation,1452,University of Ottawa,Elizabeth,,Marshman,1897112,3,average,TEACHER,PROFESSOR,3.3
Business,1452,University of Ottawa,Pierre,,Martel,1618865,70,poor,TEACHER,PROFESSOR,2.3
Political Studies,1452,University of Ottawa,Stephanie,,Martens,1635691,15,good,TEACHER,PROFESSOR,3.6
Sociology,1452,University of Ottawa,Wendy,,Martin,309884,8,good,TEACHER,PROFESSOR,4.1
English,1452,University of Ottawa,Emily,,Martin,1514788,4,poor,TEACHER,PROFESSOR,1.0
Psychology,1452,University of Ottawa,Jodi,,Martin,1928695,2,good,TEACHER,PROFESSOR,3.5
Biology,1452,University of Ottawa,Julien,,Martin,2563117,2,good,TEACHER,PROFESSOR,4.0
Engineering,1452,University of Ottawa,Beatriz,,Martin-Perez,463668,37,good,TEACHER,PROFESSOR,4.8
Political Science,1452,University of Ottawa,Pierre,,Martineau,753975,3,average,TEACHER,PROFESSOR,3.2
French,1452,University of Ottawa,France,,Martineau,2602663,0,zero,TEACHER,PROFESSOR,N/A
Women's Studies,1452,University of Ottawa,Andrea,,Martinez,931406,18,good,TEACHER,PROFESSOR,3.8
Art,1452,University of Ottawa,Christina,,Martinez,2619267,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1452,University of Ottawa,Elizabeth,,Maltais,2381576,0,zero,TEACHER,PROFESSOR,N/A
French,1452,University of Ottawa,Alexis,,Maltais,1963488,12,good,TEACHER,PROFESSOR,3.7
International Studies,1452,University of Ottawa,Stephanie,,Maltais,2758161,2,good,TEACHER,PROFESSOR,4.0
Mathematics,1452,University of Ottawa,Elizabeth,,Maltais,2208943,82,good,TEACHER,PROFESSOR,4.8
Mathematics,1452,University of Ottawa,Elizbeth,,Maltais,2821404,0,zero,TEACHER,PROFESSOR,N/A
Geography,1452,University of Ottawa,Bochra,,Manaï,2095193,1,good,TEACHER,PROFESSOR,3.5
Languages,1452,University of Ottawa,Blagovesta,,Maneva-Sleyman,944363,1,good,TEACHER,PROFESSOR,5.0
Business,1452,University of Ottawa,Pranlal,,Manga,1679024,19,average,TEACHER,PROFESSOR,2.9
English,1452,University of Ottawa,Domenic,,Manganiello,15560,27,good,TEACHER,PROFESSOR,4.0
Mathematics,1452,University of Ottawa,Oren,Rami,Mangoubi,2189871,1,good,TEACHER,PROFESSOR,4.0
Science,1452,University of Ottawa,France,,Manigat,2683063,1,good,TEACHER,PROFESSOR,5.0
Law,1452,University of Ottawa,Pacifique,,Manirakiza,486523,11,average,TEACHER,PROFESSOR,2.7
Economics,1452,University of Ottawa,Vikram,,Manjunath,2362697,6,good,TEACHER,PROFESSOR,4.8
Geography,1452,University of Ottawa,Matthew,,Mannella,1523857,11,good,TEACHER,PROFESSOR,4.4
Mathematics,1452,University of Ottawa,Nathaniael,,Manning,1849781,11,average,TEACHER,PROFESSOR,2.5
Nursing,1452,University of Ottawa,Megan,,Manning,2410493,14,average,TEACHER,PROFESSOR,2.9
Business,1452,University of Ottawa,Jasmin,,Manseau,1934260,34,good,TEACHER,PROFESSOR,3.8
Law,1452,University of Ottawa,John,,Manwaring,14813,20,good,TEACHER,PROFESSOR,3.6
Engineering,1452,University of Ottawa,Yongyi,,Mao,312463,138,average,TEACHER,PROFESSOR,2.7
Psychology,1452,University of Ottawa,Julie,,Marcil,1523640,113,good,TEACHER,PROFESSOR,4.5
Communication,1452,University of Ottawa,Frederik,,Matte,2130866,8,average,TEACHER,PROFESSOR,2.8
Music,1452,University of Ottawa,Laura,,Matthews,112729,20,average,TEACHER,PROFESSOR,2.7
Psychology,1452,University of Ottawa,Adam,,Matthews,2175858,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1452,University of Ottawa,Stan,,Matwin,512148,5,good,TEACHER,PROFESSOR,3.6
Languages,1452,University of Ottawa,Aline,,Maurel,901650,16,average,TEACHER,PROFESSOR,3.1
Engineering,1452,University of Ottawa,Catherine,,Mavriplis,1564096,19,poor,TEACHER,PROFESSOR,1.9
History,1452,University of Ottawa,Evan,,May,1852725,7,good,TEACHER,PROFESSOR,3.6
Law,1452,University of Ottawa,Graham,,Mayeda,806915,19,good,TEACHER,PROFESSOR,4.3
Science,1452,University of Ottawa,Paul,,Mayer,24686,64,good,TEACHER,PROFESSOR,4.5
Chemistry,1452,University of Ottawa,Paul,Michael,Mayer,2713108,5,good,TEACHER,PROFESSOR,4.8
English,1452,University of Ottawa,Seymour,,Mayne,24503,22,average,TEACHER,PROFESSOR,3.4
Administration,1452,University of Ottawa,Daina,,Mazutis,2084651,30,good,TEACHER,PROFESSOR,4.5
Engineering,1452,University of Ottawa,Albert,,Mazzawi,47024,22,good,TEACHER,PROFESSOR,3.6
Communication,1452,University of Ottawa,Modeste,,Mba Talla,1485716,32,average,TEACHER,PROFESSOR,2.8
Mathematics,1452,University of Ottawa,Brice,Rodrigue,Mbombo,2206513,2,average,TEACHER,PROFESSOR,3.0
Sociology,1452,University of Ottawa,Jean-Paul,,Mbuya Mutombo,1479544,10,average,TEACHER,PROFESSOR,3.0
English,1452,University of Ottawa,Heather,,McAlpine,802536,3,average,TEACHER,PROFESSOR,3.0
Psychology,1452,University of Ottawa,Kyle,,Mcbride,2572262,0,zero,TEACHER,PROFESSOR,N/A
Environmental Studies,1452,University of Ottawa,Geoffrey,Ross,McCarney,2268952,6,good,TEACHER,PROFESSOR,5.0
Criminology,1452,University of Ottawa,Alexander,,McClelland,2575073,0,zero,TEACHER,PROFESSOR,N/A
English,1452,University of Ottawa,James,,McClure,1679303,1,good,TEACHER,PROFESSOR,4.5
Criminology,1452,University of Ottawa,Erin G.,,Mccuai,1332813,6,average,TEACHER,PROFESSOR,2.8
Criminology,1452,University of Ottawa,Erin,,McCuaig,1666025,107,good,TEACHER,PROFESSOR,4.3
Music,1452,University of Ottawa,Keith,,McCuaig,2661723,8,good,TEACHER,PROFESSOR,4.2
Communication,1452,University of Ottawa,Patrick,,McCurdy,1746308,29,average,TEACHER,PROFESSOR,2.8
History,1452,University of Ottawa,Jo-Anne,,McCutcheon,331858,38,average,TEACHER,PROFESSOR,3.5
Mathematics,1452,University of Ottawa,David,,McDonald,15434,15,average,TEACHER,PROFESSOR,3.0
Engineering,1452,University of Ottawa,James,Gerald,Mcdonald,2045875,19,average,TEACHER,PROFESSOR,3.4
Psychology,1452,University of Ottawa,Margarethe,,McDonald,2677242,4,good,TEACHER,PROFESSOR,3.7
Fine Arts,1452,University of Ottawa,David,,McDougall,1372148,4,good,TEACHER,PROFESSOR,4.2
Psychology,1452,University of Ottawa,Taylor,,McFadden,2730716,2,average,TEACHER,PROFESSOR,3.0
Law,1452,University of Ottawa,Jena,,McGill,1685082,9,good,TEACHER,PROFESSOR,4.8
Chemistry,1452,University of Ottawa,Katherine,,McGilvray,1663116,44,average,TEACHER,PROFESSOR,3.0
Communication,1452,University of Ottawa,Richard,,McGrath,16836,25,average,TEACHER,PROFESSOR,2.8
Philosophy,1452,University of Ottawa,Christopher,,McGrath,2178709,11,good,TEACHER,PROFESSOR,4.2
Education,1452,University of Ottawa,Rebecca,,McGregor,2514217,1,poor,TEACHER,PROFESSOR,1.0
English,1452,University of Ottawa,Marissa,,McHugh,1328833,5,good,TEACHER,PROFESSOR,4.2
English,1452,University of Ottawa,Jessica,,McHugh,1332010,0,zero,TEACHER,PROFESSOR,N/A
English,1452,University of Ottawa,Breid,,McIlkenny,27598,68,good,TEACHER,PROFESSOR,4.0
Business,1452,University of Ottawa,Philip,,McIlkenny,172352,44,good,TEACHER,PROFESSOR,3.8
Psychology,1452,University of Ottawa,Judith,,McIntosh,790290,7,average,TEACHER,PROFESSOR,2.6
Languages,1452,University of Ottawa,Sine,,McKenna,135629,9,good,TEACHER,PROFESSOR,4.3
Philosophy,1452,University of Ottawa,Iain,,McKenna,1097991,85,good,TEACHER,PROFESSOR,4.7
Psychology,1452,University of Ottawa,Raymond,,McKie,2472516,1,good,TEACHER,PROFESSOR,5.0
English,1452,University of Ottawa,Phil,,McKnight,1355955,4,good,TEACHER,PROFESSOR,3.6
Music,1452,University of Ottawa,Jen,,McLachlen,2203851,5,average,TEACHER,PROFESSOR,3.4
Mathematics,1452,University of Ottawa,Donald,,McLaren,1878705,1,good,TEACHER,PROFESSOR,5.0
Sociology & Anthropology,1452,University of Ottawa,Mireille,,McLaughlin,1605069,8,good,TEACHER,PROFESSOR,4.3
Medicine,1452,University of Ottawa,William,,McLean,1599370,1,average,TEACHER,PROFESSOR,3.0
Education,1452,University of Ottawa,Lorna,,McLean,1906400,1,poor,TEACHER,PROFESSOR,1.0
Environmental Studies,1452,University of Ottawa,Robert,,McLeman,1060218,15,good,TEACHER,PROFESSOR,4.8
Philosophy,1452,University of Ottawa,Matthew,,McLennan,1617456,47,good,TEACHER,PROFESSOR,4.5
Law,1452,University of Ottawa,Heather,,McLeod-Kilmurray,955775,3,good,TEACHER,PROFESSOR,3.6
Science,1452,University of Ottawa,Stephanie,,McMillan,2463752,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1452,University of Ottawa,Kevin,,McMillan,1069008,50,good,TEACHER,PROFESSOR,4.7
Linguistics,1452,University of Ottawa,Kevin,,McMullin,2177502,46,good,TEACHER,PROFESSOR,4.3
Education,1452,University of Ottawa,Angus,,McMurtry,1885398,9,good,TEACHER,PROFESSOR,4.8
Engineering,1452,University of Ottawa,Derek,,McNamara,106087,21,good,TEACHER,PROFESSOR,4.3
Nursing,1452,University of Ottawa,Christine,,McPherson,2586257,8,poor,TEACHER,PROFESSOR,1.5
Law,1452,University of Ottawa,Don,,McRae,27536,17,good,TEACHER,PROFESSOR,4.7
English,1452,University of Ottawa,Heather,,McAlpine,802536,3,average,TEACHER,PROFESSOR,3.0
Psychology,1452,University of Ottawa,Kyle,,Mcbride,2572262,0,zero,TEACHER,PROFESSOR,N/A
Environmental Studies,1452,University of Ottawa,Geoffrey,Ross,McCarney,2268952,6,good,TEACHER,PROFESSOR,5.0
Criminology,1452,University of Ottawa,Alexander,,McClelland,2575073,0,zero,TEACHER,PROFESSOR,N/A
English,1452,University of Ottawa,James,,McClure,1679303,1,good,TEACHER,PROFESSOR,4.5
Criminology,1452,University of Ottawa,Erin G.,,Mccuai,1332813,6,average,TEACHER,PROFESSOR,2.8
Criminology,1452,University of Ottawa,Erin,,McCuaig,1666025,107,good,TEACHER,PROFESSOR,4.3
Music,1452,University of Ottawa,Keith,,McCuaig,2661723,8,good,TEACHER,PROFESSOR,4.2
Communication,1452,University of Ottawa,Patrick,,McCurdy,1746308,29,average,TEACHER,PROFESSOR,2.8
History,1452,University of Ottawa,Jo-Anne,,McCutcheon,331858,38,average,TEACHER,PROFESSOR,3.5
Mathematics,1452,University of Ottawa,David,,McDonald,15434,15,average,TEACHER,PROFESSOR,3.0
Engineering,1452,University of Ottawa,James,Gerald,Mcdonald,2045875,19,average,TEACHER,PROFESSOR,3.4
Psychology,1452,University of Ottawa,Margarethe,,McDonald,2677242,4,good,TEACHER,PROFESSOR,3.7
Fine Arts,1452,University of Ottawa,David,,McDougall,1372148,4,good,TEACHER,PROFESSOR,4.2
Psychology,1452,University of Ottawa,Taylor,,McFadden,2730716,2,average,TEACHER,PROFESSOR,3.0
Law,1452,University of Ottawa,Jena,,McGill,1685082,9,good,TEACHER,PROFESSOR,4.8
Chemistry,1452,University of Ottawa,Katherine,,McGilvray,1663116,44,average,TEACHER,PROFESSOR,3.0
Communication,1452,University of Ottawa,Richard,,McGrath,16836,25,average,TEACHER,PROFESSOR,2.8
Philosophy,1452,University of Ottawa,Christopher,,McGrath,2178709,11,good,TEACHER,PROFESSOR,4.2
Education,1452,University of Ottawa,Rebecca,,McGregor,2514217,1,poor,TEACHER,PROFESSOR,1.0
Law,1452,University of Ottawa,Errol,,Mendes,229532,32,average,TEACHER,PROFESSOR,3.3
Modern Languages & Literatures,1452,University of Ottawa,Nelson,,Mendez,1648555,8,good,TEACHER,PROFESSOR,3.8
Political Science,1452,University of Ottawa,Michel,,Menezes,749878,0,zero,TEACHER,PROFESSOR,N/A
Biology,1452,University of Ottawa,Jan,,Mennigen,2241363,15,average,TEACHER,PROFESSOR,3.1
Health Science,1452,University of Ottawa,Kier,,Menzies,2486935,2,average,TEACHER,PROFESSOR,2.5
Health Science,1452,University of Ottawa,Keir J,,Menzies,2097532,27,average,TEACHER,PROFESSOR,2.7
Social Sciences,1452,University of Ottawa,Annie,,Mercier,2759547,1,good,TEACHER,PROFESSOR,4.0
Law,1452,University of Ottawa,Richard,,Meredith,2038397,2,average,TEACHER,PROFESSOR,3.0
Science,1452,University of Ottawa,Allan Francis,,Merino,2734613,0,zero,TEACHER,PROFESSOR,N/A
Music,1452,University of Ottawa,Paul A,,Merkley,44202,45,good,TEACHER,PROFESSOR,3.6
Social Science,1452,University of Ottawa,Rachid,,Merzouk,1314092,0,zero,TEACHER,PROFESSOR,N/A
Sociology,1452,University of Ottawa,Virginie,,Mesana,1807407,2,good,TEACHER,PROFESSOR,4.0
Accounting,1452,University of Ottawa,Nabil,,Messabia,2283372,6,poor,TEACHER,PROFESSOR,2.2
Psychology,1452,University of Ottawa,Helene,,Messervier,828066,14,good,TEACHER,PROFESSOR,4.8
Psychology,1452,University of Ottawa,Claude,,Messier,107768,34,average,TEACHER,PROFESSOR,3.3
Philosophy,1452,University of Ottawa,Jean-Francois,,Methot,1863565,1,good,TEACHER,PROFESSOR,5.0
Political Science,1452,University of Ottawa,Benoit,,Metlej,1996212,4,average,TEACHER,PROFESSOR,3.4
Sociology,1452,University of Ottawa,Martin,,Meunier,522699,31,good,TEACHER,PROFESSOR,4.5
Political Studies,1452,University of Ottawa,Anne,,Mevellec,883493,24,average,TEACHER,PROFESSOR,2.8
